school_code,AgeID,school_name,street,town_suburb,postcode,student_number,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,lga,electorate,fed_electorate,operational_directorate,principal_network,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude
8418,6503,Warilla High School,Keross Ave,Barrack Heights ,2528,1155,956,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4296 3055,warilla-h.school@det.nsw.edu.au,4297 2817,N,Shellharbour (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-32.270837,148.610687
8420,6355,Evans High School,166 Walters Road,Blacktown,2148,689,939,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,Y,Coed,9621 3622,evans-h.school@det.nsw.edu.au,9831 2747,N,Blacktown (C),Blacktown,Chifley,Macquarie Park,Eastern Creek,Western Sydney,Metropolitan West,Major Cities of Australia,-34.563813,150.857991
8422,7686,Killarney Heights High School,Starkey St,Killarney Heights ,2087,915,1112,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9451 7005,killarney-h.school@det.nsw.edu.au,9975 5052,N,Warringah (A),Wakehurst,Warringah,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.786512,150.889725
8423,9046,Kotara High School,Lexington Pde,Adamstown ,2289,1107,1042,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4943 3281,kotara-h.school@det.nsw.edu.au,4942 1049,N,Newcastle (C),Charlestown,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England,Hunter,Major Cities of Australia,-33.771925,151.215215
8424,7808,Holroyd High School,7 Cumberland Rd,Greystanes ,2145,554,918,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,Y,Coed,9631 9410,holroyd-h.school@det.nsw.edu.au,9896 3074,N,Holroyd (C),Granville,McMahon,Macquarie Park,Holroyd,Western Sydney,Metropolitan South West,Major Cities of Australia,-32.947137,151.706868
8432,8666,Engadine High School,Porter Rd,Engadine ,2233,1039,1035,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9520 0411,engadine-h.school@det.nsw.edu.au,9520 5293,N,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.832906,150.951137
8433,8659,Woolooware High School,Woolooware Rd North,Woolooware ,2230,1017,1054,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9523 6752,woolooware-h.school@det.nsw.edu.au,9527 3412,N,Sutherland Shire (A),Cronulla,Cook,Ultimo,Port Hacking,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.062141,151.019341
8435,7634,Turramurra High School,Maxwell St,South Turramurra,2074,1264,1129,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9449 4233,turramurra-h.school@det.nsw.edu.au,9983 9332,N,Ku-ring-gai (A),Ku-ring-gai,Bradfield,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-34.039811,151.145595
8436,8144,Granville South Creative and Performing Arts High School,53 Rowley Road,Guildford,2161,510,897,Secondary School,Not Selective,N,Performing Arts,Year 7 to Year 12,N,N,N,Coed,9892 2654,granvilles-h.school@det.nsw.edu.au,9892 2764,N,Parramatta (C),Auburn,Blaxland,Macquarie Park,Holroyd,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.757307,151.114786
8437,8663,Kirrawee High School,21-29 Hunter St,Kirrawee ,2232,1192,1079,Secondary School,Not Selective,N,Language,Year 7 to Year 12,N,N,N,Coed,9521 2099,kirrawee-h.school@det.nsw.edu.au,9545 1547,N,Sutherland Shire (A),Cronulla,Hughes,Ultimo,Woronora River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.860626,150.997598
8438,7762,Pennant Hills High School,Laurence St,Pennant Hills ,2120,1075,1106,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9473 5000,pennanthil-h.school@det.nsw.edu.au,9473 5099,N,Hornsby (A),Hornsby,Berowra,Macquarie Park,Dural,Northern Sydney,Metropolitan North,Major Cities of Australia,-34.04348,151.073475
8439,6421,Francis Greenway High School,Lawson Ave,Beresfield ,2322,684,918,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4964 1282,francisgre-h.school@det.nsw.edu.au,4964 1147,N,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-33.733692,151.061087
8440,8961,Warners Bay High School,1 Myles Ave,Warners Bay ,2282,1287,1029,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4954 9488,warnersbay-h.school@det.nsw.edu.au,4956 5297,N,Lake Macquarie (C),Charlestown,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England,Hunter,Major Cities of Australia,-32.79698,151.66077
8442,10655,Gundagai High School,157 Hanley St,Gundagai,2722,209,925,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6944 1233,gundagai-h.school@det.nsw.edu.au,6944 2180,N,Gundagai (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Inner Regional Australia,-32.967703,151.653691
8443,6353,Colyton High School,37-53 Carpenter St,St Marys,2760,706,896,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9623 2789,colyton-h.school@det.nsw.edu.au,9833 1165,N,Penrith (C),Londonderry,Lindsay,Macquarie Park,Eastern Creek,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-35.057144,148.099421
8444,6343,Canobolas Rural Technology High School,Icely Rd,Orange ,2800,597,872,Secondary School,Not Selective,N,Rural Technology,Year 7 to Year 12,N,N,N,Coed,6362 1677,canobolas-h.school@det.nsw.edu.au,6362 4481,N,Orange (C),Orange,Calare,Dubbo & Wagga Wagga,Orange,Western NSW,Western 1,Inner Regional Australia,-33.777602,150.797336
8446,10843,Springwood High School,111 Grose Road,Springwood,2777,674,1040,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4751 2111,springwood-h.school@det.nsw.edu.au,4751 1677,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.291759,149.121741
8447,7751,Carlingford High School,North Rocks Rd,Carlingford ,2118,1180,1101,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9871 4222,carlingfor-h.school@det.nsw.edu.au,9873 1145,N,Hornsby (A),Epping,Bennelong,Macquarie Park,Dural,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.685057,150.550608
8448,6500,Bomaderry High School,Cambewarra Rd,Bomaderry ,2541,718,968,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4421 0699,bomaderry-h.school@det.nsw.edu.au,4423 2732,N,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-33.765412,151.050764
8449,10012,Figtree High School,Gibsons Rd,Figtree ,2525,996,999,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4271 2787,figtree-h.school@det.nsw.edu.au,4271 6626,N,Wollongong (C),Keira,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.844038,150.602725
8450,6379,Tumbarumba High School,101 Tooma Road,Tumbarumba ,2653,164,944,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6948 2500,tumbarumba-h.school@det.nsw.edu.au,6948 2611,N,Tumbarumba (A),Albury,Eden-Monaro,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.438352,150.855197
8451,6458,Coonamble High School,Aberford St,Coonamble ,2829,218,779,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6822 1522,coonamble-h.school@det.nsw.edu.au,6822 2313,Y,Coonamble (A),Barwon,Parkes,Dubbo & Wagga Wagga,Macquarie,Western NSW,North Western 1,Remote Australia,-35.783098,148.018245
8452,6388,Crookwell High School,Crown Street,Crookwell,2583,236,972,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4832 1421,crookwell-h.school@det.nsw.edu.au,4832 1966,N,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Upper South Coast,Inner Regional Australia,-30.955763,148.391351
8453,9671,Dorrigo High School,Waterfall Way,Dorrigo ,2453,168,966,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6657 2001,dorrigo-h.school@det.nsw.edu.au,6657 2281,N,Bellingen (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast,Lower North Coast,Outer Regional Australia,-34.452754,149.466967
8454,7719,Barrenjoey High School,Coonanga Road,Avalon ,2107,700,1084,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9918 8811,barrenjoey-h.school@det.nsw.edu.au,9973 1682,N,Pittwater (A),Pittwater,Mackellar,Macquarie Park,Warringah,Northern Sydney,Metropolitan North,Major Cities of Australia,-30.339222,152.705492
8455,9349,Oxley High School,Piper St,North Tamworth,2340,903,949,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6766 1677,oxley-h.school@det.nsw.edu.au,6766 3937,N,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 2,Inner Regional Australia,-33.63117,151.333926
8456,6468,Fairvale High School,Thorney Rd & Maude St,Fairfield West ,2165,1378,917,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9604 3118,fairvale-h.school@det.nsw.edu.au,9725 5246,N,Fairfield (C),Fairfield,McMahon,Ultimo,Fairfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-31.077903,150.939078
8457,7629,Killara High School,Koola Ave,Killara ,2071,1618,1150,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9498 3299,killara-h.school@det.nsw.edu.au,9498 2202,N,Ku-ring-gai (A),Davidson,Bradfield,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.873614,150.929459
8458,10698,Kingswood High School,Bringelly Rd,Kingswood ,2747,709,932,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4736 1201,kingswood-h.school@det.nsw.edu.au,4736 6011,N,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.756575,151.174102
8459,6356,Chifley College Mount Druitt Campus,Stuart St,Mount Druitt ,2770,501,861,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,N,N,N,Coed,9625 9750,mtdruitt-h.school@det.nsw.edu.au,9832 1463,N,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney,Metropolitan West,Major Cities of Australia,-33.770416,150.715263
8460,6382,James Busby High School,Brolga Cresc,Green Valley ,2168,710,901,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9607 7766,jamesbusby-h.school@det.nsw.edu.au,9607 2277,N,Liverpool (C),Liverpool,Werriwa,Ultimo,Liverpool,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.744657,150.812884
8461,10671,Barham High School,Gonn St,Barham ,2732,155,979,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,03 5453 2322,barham-h.school@det.nsw.edu.au,03 5453 3259,Y,Wakool (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2 ,Outer Regional Australia,-33.908964,150.874039
8462,11032,Narromine High School,13 Merilba Street,Narromine,2821,232,796,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6889 1499,narromine-h.school@det.nsw.edu.au,6889 1553,N,Narromine (A),Dubbo,Parkes,Dubbo & Wagga Wagga,Lachlan,Western NSW,Western 1,Outer Regional Australia,-35.623,144.132055
8463,8639,Sylvania High School,17-23 Bellingara Road,Sylvania,2224,793,1039,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9522 9951,sylvania-h.school@det.nsw.edu.au,9544 7246,N,Sutherland Shire (A),Miranda,Cook,Ultimo,Port Hacking,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-32.229655,148.242585
8464,7852,Baulkham Hills High School,Windsor Rd,Baulkham Hills ,2153,1206,1200,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9639 8699,baulkham-h.school@det.nsw.edu.au,9639 4999,N,The Hills Shire (A),Baulkham Hills,Mitchell,Macquarie Park,The Hills,Western Sydney,Metropolitan West,Major Cities of Australia,-34.017367,151.103529
8465,8727,Tuggerah Lakes Secondary College The Entrance Campus,The Entrance Rd,Shelly Beach,2261,803,876,Secondary School,Not Selective,N,Senior College,Year 11 to Year 12,N,N,N,Coed,4332 2944,thentrance-h.school@det.nsw.edu.au,4332 3543,N,Wyong (A),The Entrance,Dobell,Macquarie Park,Wyong,Central Coast,Central Coast,Major Cities of Australia,-33.750227,150.991499
8466,6344,Glendale High School,2A Oaklands St,Glendale ,2285,766,943,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,N,N,N,Coed,4954 9166,glendale-h.school@det.nsw.edu.au,4956 6879,N,Lake Macquarie (C),Wallsend,Hunter,Tamworth & Coffs Harbour,Lake Macquarie West,Hunter New England,Hunter ,Major Cities of Australia,-33.371256,151.476613
8467,8680,Henry Kendall High School,Faunce St,Gosford ,2250,751,1002,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4325 7754,henrykenda-h.school@det.nsw.edu.au,4323 2685,N,Gosford (C),Gosford,Robertson,Macquarie Park,Gosford,Central Coast,Central Coast,Major Cities of Australia,-32.925928,151.642938
8468,10263,Mulwaree High School,40 McDermott Drive,Goulburn ,2580,803,975,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4821 4499,mulwaree-h.school@det.nsw.edu.au,4822 1432,N,Goulburn Mulwaree (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Upper South Coast,Inner Regional Australia,-33.420757,151.334496
8469,9662,Orara High School,Joyce St,Coffs Harbour ,2450,573,912,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6652 1077,orara-h.school@det.nsw.edu.au,6651 3842,N,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Inner Regional Australia,-34.728245,149.730169
8470,10547,Wade High School,1-39 Poole St,Griffith ,2680,746,953,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6962 4022,wade-h.school@det.nsw.edu.au,6964 1457,N,Griffith (C),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1,Outer Regional Australia,-30.282811,153.112879
8471,6405,Moree Secondary College Carol Ave Campus,Carol Ave,Moree East,2400,237,800,Secondary School,Not Selective,N,Junior College,Year 7 to Year 9,N,N,N,Coed,67506500,msccarolav-h.school@det.nsw.edu.au,6752 5447,Y,Moree Plains (A),Northern Tablelands,Parkes,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 1,Outer Regional Australia,-34.282315,146.070718
8472,9518,Dungog High School,126 Eloiza Street,Dungog,2420,678,955,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4992 3022,dungog-h.school@det.nsw.edu.au,4992 3125,N,Dungog (A),Upper Hunter,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Inner Regional Australia,-29.482075,149.840761
8473,6360,Chifley College Senior Campus,67 North Parade,Mount Druitt,2770,509,,Secondary School,Not Selective,N,Senior College,Year 11 to Year 12,N,N,N,Coed,9625 9920,chifcolsnr-h.school@det.nsw.edu.au,9832 2413,N,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney,Metropolitan West,Major Cities of Australia,-32.396819,151.750417
8474,6501,Lake Illawarra High School,Reddall Pde,Lake Illawarra ,2528,600,897,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4296 3844,lakeillawa-h.school@det.nsw.edu.au,4296 3948,N,Shellharbour (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-33.769305,150.829855
8475,6411,Walgett Community College - High School,Arthur St,Walgett ,2832,92,664,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6828 1022,walgett-h.school@det.nsw.edu.au,6828 1994,Y,Walgett (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,North Western 1,Remote Australia,-34.541828,150.850426
8476,6505,Casula High School,Myall Rd,Casula ,2170,765,951,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9602 4320,casula-h.school@det.nsw.edu.au,9601 4175,N,Liverpool (C),Holsworthy,Werriwa,Ultimo,Glenfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-30.027113,148.118967
8477,17208,Kellyville High School,York Rd,Kellyville ,2155,1024,1061,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,8824 5955,kellyville-h.school@det.nsw.edu.au,8824 9755,N,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney,Metropolitan West,Major Cities of Australia,-33.95123,150.8937
8479,7681,Davidson High School,Mimosa St,Frenchs Forest ,2086,812,1073,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9451 0022,davidson-h.school@det.nsw.edu.au,9975 3560,N,Warringah (A),Davidson,Mackellar,Macquarie Park,Ku-Ring-Gai,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.707777,150.969921
8480,6370,Warrawong High School,Cowper St,Warrawong ,2502,618,887,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,Y,Coed,4274 0707,warrawong-h.school@det.nsw.edu.au,4276 2836,N,Wollongong (C),Wollongong,Cunningham,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-33.74468,151.205465
8481,8138,Galston High School,403 Galston Rd,Galston ,2159,679,1019,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9651 2199,galston-h.school@det.nsw.edu.au,9651 1054,N,Hornsby (A),Hornsby,Berowra,Macquarie Park,Dural,Northern Sydney,Metropolitan North,Major Cities of Australia,-34.480163,150.875178
8482,9118,Lambton High School,Womboin & Young Rds,Lambton ,2299,1097,1037,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4952 3977,lambton-h.school@det.nsw.edu.au,4956 2429,N,Newcastle (C),Newcastle,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England,Hunter,Major Cities of Australia,-33.660931,151.042348
8483,10482,Kooringal High School,Ziegler Ave,Kooringal,2650,895,990,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6922 5155,kooringal-h.school@det.nsw.edu.au,6922 3877,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-32.917918,151.722034
8484,6493,Sydney Secondary College Balmain Campus,Terry St,Rozelle ,2039,799,1105,Secondary School,Partially Selective,N,Junior College,Year 7 to Year 10,N,N,N,Coed,9810 0471,balmain-h.school@det.nsw.edu.au,9555 7340,N,Leichhardt (A),Balmain,Grayndler,Ultimo,Port Jackson,Sydney,Metropolitan East,Major Cities of Australia,-35.142886,147.381528
8485,6384,Hoxton Park High School,40 Wilson Rd,Hinchinbrook ,2168,632,943,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9607 4222,hoxtonpark-h.school@det.nsw.edu.au,9607 4836,N,Liverpool (C),Liverpool,Werriwa,Ultimo,Liverpool,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.858506,151.170052
8486,6374,Bombala High School,Bright Street,Bombala ,2632,112,927,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6458 3358,bombala-h.school@det.nsw.edu.au,6458 3866,N,Bombala (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Lower South Coast,Outer Regional Australia,-33.92,150.86162
8487,10193,Eden Marine High School,Barclay St,Eden ,2551,599,948,Secondary School,Not Selective,N,Marine Technology,Year 7 to Year 12,N,N,N,Coed,6496 0000,edenmarine-h.school@det.nsw.edu.au,6496 2144,N,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Southern NSW,Lower South Coast,Outer Regional Australia,-36.917647,149.231927
8488,6354,Chifley College Dunheved Campus,Maple Rd,North St Marys,2760,307,838,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,N,N,N,Coed,9623 6600,dunheved-h.school@det.nsw.edu.au,9833 1265,N,Penrith (C),Londonderry,Lindsay,Macquarie Park,Eastern Creek,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-37.055009,149.90731
8489,6367,Kanahooka High School,Thirroul & Roberts Sts,Kanahooka ,2530,565,916,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4261 4011,kanahooka-h.school@det.nsw.edu.au,4261 4700,N,Wollongong (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-33.749646,150.783093
8490,6437,Macintyre High School,Swanbrook Rd,Inverell,2360,470,937,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6722 1555,macintyre-h.school@det.nsw.edu.au,6722 5831,N,Inverell (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 2,Outer Regional Australia,-34.494652,150.805362
8491,6487,Willyama High School,Murton St,Broken Hill ,2880,470,912,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,08 8088 1055,willyama-h.school@det.nsw.edu.au,08 8087 3849,Y,Broken Hill (C),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,Far West,Western 3,Outer Regional Australia,-29.767546,151.129187
8492,6436,Duval High School,Crest Rd,Armidale ,2350,551,1004,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6772 1266,duval-h.school@det.nsw.edu.au,6771 1766,N,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Inner Regional Australia,-31.936552,141.473022
8493,6504,Airds High School,Briar Rd,Campbelltown,2560,409,872,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4625 5811,airds-h.school@det.nsw.edu.au,4626 4374,N,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,Dharawal,Major Cities of Australia,-30.494387,151.664264
8494,6378,Coomealla High School,Silver City Hwy,Dareton ,2717,292,899,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,03 5027 4506,coomealla-h.school@det.nsw.edu.au,03 5027 4837,Y,Wentworth (A),Murray,Farrer,Dubbo & Wagga Wagga,Far West,Far West,Riverina 3,Outer Regional Australia,-34.086883,150.827109
8495,10063,Ulladulla High School,South St,Ulladulla ,2539,1179,971,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4455 1799,ulladulla-h.school@det.nsw.edu.au,4454 0759,N,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.09598,142.060295
8496,10820,Chifley College Shalvey Campus,Noumea St,Shalvey ,2770,350,830,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,N,N,N,Coed,9628 9161,shalvey-h.school@det.nsw.edu.au,9628 1506,N,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney,Metropolitan West,Major Cities of Australia,-35.35821,150.47024
8497,6507,James Meehan High School,Harold St,Macquarie Fields ,2564,309,869,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9605 4385,jamesmeeha-h.school@det.nsw.edu.au,9829 3976,N,Campbelltown (C),Macquarie Fields,Werriwa,Ultimo,Glenfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.730804,150.80574
8498,7847,Muirfield High School,Barclay Rd,North Rocks,2151,792,1062,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9872 2244,muirfield-h.school@det.nsw.edu.au,9871 4106,N,The Hills Shire (A),Baulkham Hills,Mitchell,Macquarie Park,Dural,Western Sydney,Metropolitan North,Major Cities of Australia,-33.988351,150.892287
8499,7859,Model Farms High School,Gooden Drive,Baulkham Hills ,2153,1053,1055,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9624 3133,modelfarms-h.school@det.nsw.edu.au,9838 8407,N,The Hills Shire (A),Baulkham Hills,Mitchell,Macquarie Park,The Hills,Western Sydney,Metropolitan West,Major Cities of Australia,-33.764695,151.022294
8500,7804,Girraween High School,110 Gilba Rd,Girraween,2145,760,1183,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9636 7293,girraween-h.school@det.nsw.edu.au,9896 3274,N,Holroyd (C),Prospect,Greenway,Macquarie Park,Parramatta,Western Sydney,Metropolitan West,Major Cities of Australia,-33.76943,150.971394
8501,6386,Moorebank High School,Bangalow Ave,Moorebank ,2170,1025,1013,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,9601 3999,moorebank-h.school@det.nsw.edu.au,9822 5096,N,Liverpool (C),Holsworthy,Fowler,Ultimo,Glenfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.79989,150.944577
8502,17492,Tomaree High School,Salamander Way,Salamander Bay ,2317,1214,978,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,4981 1444,tomaree-h.school@det.nsw.edu.au,4984 1524,N,Port Stephens (A),Port Stephens,Paterson,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Inner Regional Australia,-33.925772,150.958685
8503,10513,Billabong High School,Gordon St,Culcairn ,2660,395,941,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,N,N,N,Coed,6029 8377,billabong-h.school@det.nsw.edu.au,6029 8833,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-32.735884,152.1122
